sls_ord_num,sls_prd_key,sls_cust_id,sls_order_dt,sls_ship_dt,sls_due_dt,sls_sales,sls_quantity,sls_price
GO69219,SN-FO-POTA-1KG,13250,20250711,20250712,20250725,330.8,10,33.08
GO69220,HH-GR-LAUN-EA,17621,20201228,20210103,20210102,24.64,1,24.64
GO69221,HB-CL-PAIN-12PK,11738,20210327,20210402,20210406,141.46,2,70.73
GO69222,PR-CL-TOMA-2L,15582,20220110,20220115,20220119,489.72,6,81.62
GO69223,HH-CH-SURF-EA,25061,20201223,20201224,20210102,387.48,4,96.87
GO69224,BK-CL-BAGE-500G,23873,20231027,20231031,20231101,0.87,1,0.87
GO69225,PR-PC-ORAN-XL,24104,20220619,20220623,20220702,196.2,2,98.1
GO69226,BK-CH-WHIT-12PK,27852,20220816,20220817,20220830,84.94,2,42.47
GO69227,PR-DR-BANA-XL,27840,20250223,20250227,20250303,102.36,3,34.12
GO69228,BK-FO-CROI-EA,26230,20201126,20201128,20201202,103.77,3,34.59
GO69229,DA-GR-CHED-12PK,26610,20250626,20250629,20250708,12.68,4,3.17
GO69230,BV-CL-SPRI-12PK,23291,20230327,20230330,20230409,86.1,3,28.7
GO69231,SN-DR-CHOC-XL,17664,20250126,20250201,20250203,9.32,1,9.32
GO69232,BV-DR-SPAR-1L,12033,20210921,20210924,20210927,378.15,3,126.05
GO69233,HH-CL-BINB-FAMILY,12821,20241118,20241123,20241130,122.1,2,61.05
GO69234,MT-GR-LAMB-6PK,17557,20220410,20220415,20220419,182.0,10,18.2
GO69235,DA-FO-SOUR-250G,19629,20240204,20240206,20240215,55.66,2,27.83
GO69236,BV-CH-SPAR-2L,26563,20230411,20230418,20230423,330.4,4,82.6
GO69237,FR-GR-FISH-12PK,15324,20230924,20230925,20231007,156.68,4,39.17
GO69238,PR-FO-SPIN-2L,21276,20220507,20220513,20220521,373.7,5,74.74
GO69239,HH-CL-SURF-XL,15636,20240713,20240718,20240723,1.56,2,0.78
GO69240,HH-GR-LAUN-FAMILY,18126,20250127,20250128,20250203,287.07,3,95.69
GO69241,DA-FO-CREA-EA,14263,20260116,20260117,20260129,110.14,2,55.07
GO69242,DA-FO-WHOL-1L,11438,20230701,20230708,20230710,81.04,1,81.04
GO69243,SN-FO-POTA-1KG,23867,20201005,20201008,20201019,33.58,1,33.58
GO69244,MT-GR-LAMB-6PK,15001,20200628,20200702,20200712,107.4,6,17.9
GO69245,HB-CL-PAIN-12PK,17224,20210923,20210929,20211007,72.33,1,72.33
GO69246,BV-CH-SPRI-2L,19708,20240323,20240329,20240406,19.03,1,19.03
GO69247,BK-FO-BAGE-6PK,18955,20240308,20240309,20240313,101.73,3,33.91
GO69248,SN-DR-POTA-EA,25912,20210526,20210527,20210602,530.24,4,132.56
GO69249,BK-CH-CROI-1L,24002,20210623,20210628,20210628,498.84,12,41.57
GO69250,SN-PC-COOK-FAMILY,17513,20260205,20260211,20260216,193.2,12,16.1
GO69251,HH-CL-DISH-1KG,26435,20201218,20201221,20201225,93.91,1,93.91
GO69252,DA-FO-CREA-1KG,21700,20251015,20251019,20251029,17.31,3,5.77
GO69253,FR-GR-FROZ-EA,20619,20230706,20230712,20230715,3.2,2,1.6
GO69254,PN-CL-SPAG-1KG,23261,20260401,20260408,20260407,55.37,1,55.37
GO69255,SN-CH-COOK-250G,13889,20210729,20210804,20210807,63.2,2,31.6
GO69256,MT-GR-LAMB-6PK,23061,20230107,20230112,20230118,101.35,5,20.27
GO69257,BV-FO-GREE-EA,20774,20210805,20210806,20210811,38.5,1,38.5
GO69258,SN-FO-MUES-XL,14385,20200212,20200216,20200222,318.3,6,53.05
GO69259,BK-CH-BURG-1L,22378,20201125,20201130,20201204,36.22,1,36.22
GO69260,PR-CL-SPIN-250G,24713,20250602,20250604,20250612,3.19,1,3.19
GO69261,HH-DR-DISH-1L,17164,20201003,20201005,20201009,2.7,3,0.9
GO69262,BK-FO-BAGE-1L,19548,20240624,20240701,20240629,88.02,3,29.34
GO69263,HB-GR-HAND-EA,19168,20230531,20230607,20230609,146.91,3,48.97
GO69264,HH-PC-LAUN-250G,22564,20250927,20251003,20251008,71.48,2,35.74
GO69265,HH-PC-BINB-1L,12850,20251207,20251214,20251216,115.88,1,115.88
GO69266,MT-DR-LAMB-500G,17215,20210927,20211001,20211008,34.15,1,34.15
GO69267,HH-CL-DISH-1KG,14812,20230128,20230130,20230207,212.58,3,70.86
GO69268,HB-PC-SHAM-2L,11178,20220725,20220801,20220801,91.11,1,91.11
GO69269,SN-CH-CHOC-1L,13322,20220402,20220406,20220409,191.25,3,63.75
GO69270,DA-PC-BUTT-XL,14615,20250514,20250518,20250524,225.36,6,37.56
GO69271,HB-DR-HAND-12PK,16977,20211006,20211010,20211015,36.36,2,18.18
GO69272,SN-DR-MIXE-EA,19169,20220521,20220524,20220529,257.26,2,128.63
GO69273,HH-PC-SURF-6PK,12140,20231123,20231130,20231202,129.84,3,43.28
GO69274,MT-GR-BEEF-XL,20758,20210923,20210928,20210928,112.01,1,112.01
GO69275,FR-CL-ICEC-500G,16709,20210425,20210428,20210507,235.72,4,58.93
GO69276,DA-CH-WHOL-6PK,28160,20251024,20251025,20251102,74.42,1,74.42
GO69277,BV-GR-ORAN-2L,13471,20260315,20260322,20260325,216.9,3,
GO69278,HH-DR-SURF-1KG,21357,20240603,20240604,20240614,178.05,3,59.35
GO69279,FR-CL-FROZ-EA,11874,20201001,20201006,20201015,103.08,2,51.54
GO69280,BV-CL-SPRI-12PK,23786,20230422,20230425,20230503,50.94,2,25.47
GO69281,FR-DR-FISH-12PK,27517,20241205,20241208,20241217,87.48,4,21.87
GO69282,PN-FO-OLIV-XL,13318,20221116,20221118,20221122,109.8,2,54.9
GO69283,SN-FO-MUES-XL,18370,20200525,20200529,20200605,59.36,1,59.36
GO69284,BK-CL-BAGE-500G,12165,20251125,20251127,20251204,7.32,6,1.22
GO69285,HB-DR-HAND-12PK,16910,20201013,20201019,20201018,120.05,5,24.01
GO69286,PR-CH-BROC-12PK,11926,20200417,20200423,20200428,48.12,1,48.12
GO69287,BV-CL-SPRI-6PK,22354,20210218,20210222,20210304,207.52,2,103.76
GO69288,BV-FO-ORAN-FAMILY,14676,20210405,20210412,20210411,341.88,4,85.47
GO69289,BV-GR-ENER-6PK,22478,20231110,20231114,20231115,228.3,3,76.1
GO69290,PN-CL-BASM-1KG,24451,20250109,20250112,20250119,373.88,4,93.47
GO69291,MT-FO-LAMB-12PK,20669,20220408,20220410,20220418,190.4,5,38.08
GO69292,PN-CL-BASM-1KG,17210,20200318,20200321,20200327,89.52,1,89.52
GO69293,DA-CL-CREA-12PK,17156,20220624,20220627,20220704,29.68,4,7.42
GO69294,BK-PC-CROI-EA,19050,20220925,20221001,20221004,38.21,1,38.21
GO69295,BK-FO-BAGE-6PK,20388,20221104,20221107,20221110,71.12,2,35.56
GO69296,FR-PC-FROZ-250G,16374,20260315,20260320,20260329,383.75,5,76.75
GO69297,SN-CH-CHOC-1L,25929,20221023,20221026,20221105,75.86,1,75.86
GO69298,PN-FO-TOMA-2L,14075,20220206,20220209,20220213,93.15,3,31.05
GO69299,SN-CH-CHOC-1L,24289,20250131,20250207,20250213,809.2,10,80.92
GO69300,BV-DR-INST-12PK,16057,20220109,20220113,20220121,236.42,2,118.21
GO69301,PR-FO-AVOC-EA,17336,20260120,20260126,20260202,55.53,1,55.53
GO69302,BK-CH-MUFF-500G,13357,20260322,20260329,20260327,38.12,1,38.12
GO69303,DA-FO-SOUR-250G,12235,20221024,20221025,20221029,39.4,1,39.4
GO69304,FR-CH-ICEC-XL,13047,20210418,20210423,20210424,46.07,1,46.07
GO69305,SN-DR-CHOC-EA,21376,20220418,20220419,20220501,42.82,1,42.82
GO69306,BK-FO-BURG-1KG,21843,20210122,20210129,20210130,18.94,2,9.47
GO69307,MT-CH-CHIC-250G,23878,20241114,20241120,20241124,121.66,1,121.66
GO69308,HB-GR-HAND-6PK,25887,20231022,20231027,20231031,2.7,1,2.7
GO69309,HH-CL-LAUN-EA,11016,20260113,20260118,20260122,329.84,4,82.46
GO69310,SN-DR-CHOC-XL,20914,20200414,20200418,20200420,19.48,2,9.74
GO69311,HH-PC-BINB-6PK,20794,20231002,20231006,20231014,228.36,4,57.09
GO69312,DA-CL-CREA-12PK,25637,20210122,20210127,20210204,326.9,10,32.69
GO69313,HB-DR-HAND-250G,16226,20200407,20200409,20200413,36.19,1,36.19
GO69314,HB-FO-PAIN-XL,21990,20220425,20220428,20220509,63.18,3,21.06
GO69315,HH-GR-LAUN-EA,27839,20210205,20210211,20210213,69.09,3,23.03
GO69316,DA-GR-CHED-12PK,17047,20231204,20231210,20231211,20.95,5,4.19
GO69317,PR-CH-ORAN-1L,16622,20210309,20210315,20210320,21.93,3,7.31
GO69318,BV-PC-GREE-EA,15743,20250218,20250225,20250228,2.26,2,1.13
GO69319,BK-CH-CROI-500G,14240,20210417,20210418,20210429,83.68,2,41.84
GO69320,DA-CH-GREE-2L,14293,20250514,20250516,20250527,103.85,1,103.85
GO69321,BK-PC-BAGE-XL,19743,20250801,20250804,20250810,146.8,5,29.36
GO69322,PR-PC-ORAN-250G,16786,20231213,20231218,20231222,598.8,12,49.9
GO69323,DA-CH-GREE-2L,16913,20230209,20230214,20230222,87.19,1,87.19
GO69324,HB-GR-NAPP-XL,25865,20200827,20200903,20200901,188.62,2,94.31
GO69325,FR-GR-FROZ-6PK,26006,20230606,20230610,20230614,225.21,3,75.07
GO69326,BK-PC-CROI-EA,12757,20211010,20211011,20211022,38.16,1,38.16
GO69327,SN-CH-CRAC-XL,20020,20251115,20251118,20251127,344.82,3,114.94
GO69328,BK-PC-BAGE-1L,16492,20211231,20220105,20220107,464.56,4,116.14
GO69329,DA-CH-CREA-12PK,23837,20240324,20240327,20240405,107.28,12,8.94
GO69330,DA-CH-WHOL-6PK,28644,20210518,20210519,20210528,692.8,10,69.28
GO69331,BK-CL-BURG-6PK,23584,20251218,20251219,20251225,72.99,3,24.33
GO69332,HB-GR-BODY-1L,28589,20230725,20230728,20230801,62.64,1,62.64
GO69333,DA-FO-WHOL-1L,14304,20220116,20220121,20220129,172.04,2,86.02
GO69334,BV-FO-ORAN-1L,21462,20251225,20251228,20260108,99.63,3,33.21
GO69335,HH-CL-SURF-FAMILY,21193,20260309,20260314,20260318,351.92,4,87.98
GO69336,DA-GR-SOUR-12PK,12259,20210629,20210630,20210705,132.4,2,66.2
GO69337,DA-FO-SOUR-250G,29308,20220223,20220225,20220303,192.45,5,38.49
GO69338,HH-CL-DISH-1KG,26479,20230901,20230906,20230907,94.52,1,94.52
GO69339,BV-CL-COLA-1L,25260,20240907,20240909,20240920,103.76,1,103.76
GO69340,MT-PC-PORK-2L,25710,20230326,20230401,20230406,66.52,2,33.26
GO69341,SN-DR-MUES-1KG,26629,20240128,20240130,20240209,26.31,1,26.31
GO69342,DA-CH-GREE-2L,26331,20200111,20200117,20200116,263.13,3,87.71
GO69343,SN-PC-COOK-1KG,20329,20240318,20240321,20240326,112.75,1,112.75
GO69344,HH-CH-TOIL-2L,26050,20250805,20250809,20250811,104.68,2,52.34
GO69345,PN-CH-OLIV-FAMILY,12922,20240518,20240521,20240523,4.66,2,2.33
GO69346,HH-GR-LAUN-EA,23234,20220303,20220305,20220310,23.47,1,23.47
GO69347,HB-DR-PAIN-2L,24667,20240413,20240418,20240424,117.44,2,58.72
GO69348,HH-CH-PAPE-500G,24979,20210204,20210207,20210212,132.66,2,66.33
GO69349,MT-GR-LAMB-6PK,13822,20200823,20200828,20200906,99.48,4,24.87
GO69350,BV-GR-ENER-250G,27991,20230521,20230524,20230526,42.84,1,42.84
GO69351,PN-CH-BAKE-2L,26361,20220910,20220915,20220919,80.25,5,16.05
GO69352,FR-GR-FISH-XL,28651,20220408,20220412,20220416,5.4,1,5.4
GO69353,BK-FO-BURG-12PK,20565,20210101,20210103,20210114,178.74,2,89.37
GO69354,PN-CH-BAKE-2L,13326,20220506,20220508,20220514,16.53,1,16.53
GO69355,HH-CH-PAPE-6PK,23591,20211011,20211015,20211025,82.85,5,16.57
GO69356,HB-PC-BODY-250G,18805,20240206,20240207,20240212,50.46,1,50.46
GO69357,HB-CL-PAIN-XL,13486,20230223,20230228,20230302,119.84,2,59.92
GO69358,PR-CH-BROC-250G,22013,20211017,20211020,20211025,321.06,3,107.02
GO69359,PR-FO-CARR-250G,27607,20220629,20220704,20220704,62.14,1,62.14
GO69360,BK-CL-CHOC-XL,22529,20210516,20210520,20210526,32.86,1,32.86
GO69361,BV-CL-SPRI-1KG,24718,20250823,20250824,20250904,29.49,3,9.83
GO69362,DA-CH-WHOL-6PK,15831,20240719,20240720,20240730,830.76,12,69.23
GO69363,MT-CL-BEEF-EA,17869,20220619,20220624,20220627,2.74,2,1.37
GO69364,HB-PC-NAPP-250G,14725,20250114,20250120,20250127,50.18,2,25.09
GO69365,FR-GR-FROZ-1KG,12824,20251031,20251106,20251113,58.71,1,58.71
GO69366,PN-CL-FLOU-6PK,16685,20220613,20220617,20220627,32.31,1,32.31
GO69367,BV-GR-SPAR-XL,14079,20200127,20200131,20200207,77.32,1,77.32
GO69368,PN-DR-SUGA-2L,14962,20250412,20250415,20250422,31.82,2,15.91
GO69369,PR-FO-AVOC-1L,12075,20251024,20251028,20251103,522.48,6,87.08
GO69370,BK-GR-CHOC-2L,22678,20230325,20230330,20230405,54.22,2,27.11
GO69371,PN-GR-TOMA-FAMILY,16925,20241219,20241224,20241226,29.83,1,29.83
GO69372,PN-CH-TUNA-500G,17410,20250408,20250409,20250418,41.13,1,41.13
GO69373,BV-FO-ORAN-FAMILY,22149,20231208,20231213,20231214,192.32,2,96.16
GO69374,PR-CH-BANA-12PK,26083,20221204,20221209,20221213,59.78,2,29.89
GO69375,PR-GR-BANA-1KG,28502,20210603,20210607,20210608,286.05,5,57.21
GO69376,PN-PC-SUGA-6PK,15150,20210612,20210615,20210619,216.82,2,108.41
GO69377,BV-FO-ORAN-FAMILY,20427,20220618,20220620,20220627,109.09,1,109.09
GO69378,BK-GR-BAGE-1L,19748,20200823,20200824,20200906,296.4,3,98.8
GO69379,BK-FO-BAGE-1L,19129,20211014,20211016,20211026,28.06,2,14.03
GO69380,FR-CH-FROZ-2L,11746,20220919,20220923,20220927,190.5,2,95.25
GO69381,MT-DR-SAUS-250G,26301,20231016,20231023,20231030,216.42,2,-5.0
GO69382,DA-FO-WHOL-1L,11828,20220617,20220619,20220630,172.34,2,86.17
GO69383,PR-FO-CARR-6PK,11743,20220329,20220402,20220406,103.92,4,25.98
GO69384,BV-FO-INST-FAMILY,19115,20250321,20250323,20250328,76.68,1,76.68
GO69385,HH-CL-LAUN-6PK,26612,20251229,20260105,20260105,87.77,1,87.77
GO69386,MT-FO-LAMB-EA,26518,20230429,20230506,20230508,72.4,1,72.4
GO69387,HH-CL-BINB-6PK,15471,20211107,20211112,20211117,671.7,10,67.17
GO69388,BK-CH-BAGE-XL,28426,20211214,20211217,20211226,31.17,1,31.17
GO69389,BK-CH-BURG-1L,18138,20220701,20220703,20220714,74.4,2,37.2
GO69390,HH-CL-SURF-12PK,14154,20230303,20230309,20230310,53.64,2,26.82
GO69391,BV-GR-SPAR-XL,25645,20240317,20240323,20240325,131.54,2,65.77
GO69392,SN-CL-CHOC-2L,20740,20250930,20251006,20251009,179.58,3,59.86
GO69393,MT-CH-PRAW-EA,13707,20200627,20200630,20200710,997.3,10,99.73
GO69394,BV-PC-GREE-FAMILY,19147,20240711,20240718,20240721,203.4,2,101.7
GO69395,BK-PC-WHOL-XL,19497,20221115,20221119,20221121,118.2,5,23.64
GO69396,BV-FO-ORAN-500G,24411,20231210,20231215,20231216,29.28,1,29.28
GO69397,HH-DR-LAUN-EA,15719,20210522,20210523,20210529,63.21,1,63.21
GO69398,BK-PC-BAGE-1L,21818,20220108,20220113,20220118,114.61,1,114.61
GO69399,FR-PC-FROZ-EA,27802,20211222,20211227,20211227,477.48,4,119.37
GO69400,FR-DR-FROZ-2L,14941,20250305,20250310,20250313,71.8,1,71.8
GO69401,MT-PC-PORK-250G,12234,20251111,20251112,20251117,416.94,6,69.49
GO69402,BV-CL-SPRI-6PK,16883,20240216,20240220,20240221,108.38,1,108.38
GO69403,PN-CH-TUNA-500G,29078,20200128,20200201,20200211,73.76,2,36.88
GO69404,MT-CL-PORK-1KG,21197,20211015,20211021,20211022,218.3,2,109.15
GO69405,BK-CL-CHOC-500G,25703,20231006,20231009,20231013,824.4,12,68.7
GO69406,SN-CH-POTA-1KG,21232,20230308,20230309,20230320,112.9,10,11.29
GO69407,SN-DR-MIXE-6PK,28220,20250709,20250713,20250718,48.88,2,24.44
GO69408,FR-CH-FROZ-2L,17320,20241008,20241014,20241015,320.44,4,80.11
GO69409,MT-GR-BEEF-XL,18219,20240506,20240510,20240516,118.37,1,118.37
GO69410,SN-PC-MIXE-FAMILY,20802,20260509,20260515,20260515,22.32,1,22.32
GO69411,BV-CL-COLA-1L,18352,20201104,20201110,20201118,110.7,1,110.7
GO69412,BK-FO-WHIT-12PK,20572,20240812,20240814,20240821,56.38,2,28.19
GO69413,SN-CH-MIXE-6PK,17772,20250910,20250917,20250915,6.24,3,2.08
GO69414,HB-PC-BODY-EA,17965,20200621,20200626,20200702,489.54,6,81.59
GO69415,MT-DR-CHIC-XL,11529,20260227,20260306,20260313,1172.88,12,97.74
GO69416,HB-FO-TOOT-EA,27754,20250429,20250501,20250509,176.14,2,88.07
GO69417,PN-CL-BAKE-12PK,22922,20230726,20230727,20230801,329.79,3,109.93
GO69418,DA-PC-CREA-6PK,27451,20210517,20210519,20210528,18.27,1,18.27
GO69419,PR-PC-POTA-1L,21733,20240413,20240419,20240424,51.3,3,17.1
GO69420,DA-DR-SOUR-2L,25225,20250417,20250418,20250422,85.64,2,42.82
GO69421,HH-CL-SURF-12PK,20097,20250513,20250516,20250518,34.03,1,34.03
GO69422,PN-PC-BASM-2L,13712,20211027,20211030,20211101,1038.6,12,86.55
GO69423,MT-GR-LAMB-6PK,13951,20210909,20210911,20210914,92.0,5,18.4
GO69424,BK-CL-CHOC-500G,18649,20220102,20220104,20220110,68.69,1,68.69
GO69425,BK-CL-BURG-500G,21836,20250208,20250213,20250215,77.61,1,77.61
GO69426,BK-PC-BAGE-FAMILY,12449,20230123,20230129,20230201,15.04,2,7.52
GO69427,BK-PC-WHIT-6PK,28254,20230916,20230919,20230924,204.62,2,102.31
GO69428,MT-DR-PORK-12PK,12026,20200616,20200618,20200629,54.56,1,54.56
GO69429,BK-PC-BAGE-XL,27403,20230517,20230519,20230531,91.05,3,30.35
GO69430,BV-DR-SPRI-2L,14354,20230211,20230214,20230222,27.44,4,6.86
GO69431,PN-CH-SUGA-2L,11969,20230917,20230923,20230924,4.68,1,4.68
GO69432,HH-CL-BINB-6PK,16433,20251208,20251214,20251216,70.57,1,70.57
GO69433,HH-CH-PAPE-6PK,13403,20201207,20201213,20201218,27.92,2,13.96
GO69434,PN-CH-BAKE-2L,20856,20200409,20200416,20200417,63.04,4,15.76
GO69435,FR-CL-ICEC-500G,28151,20251213,20251219,20251220,283.98,6,47.33
GO69436,SN-DR-CHOC-EA,27130,20250715,20250716,20250726,89.56,2,44.78
GO69437,PN-FO-SPAG-EA,25586,20220115,20220120,20220122,20.06,1,20.06
GO69438,BV-GR-ENER-6PK,11040,20230120,20230123,20230129,66.73,1,66.73
GO69439,BV-PC-COLA-1L,28408,20240605,20240606,20240616,14.13,1,14.13
GO69440,PR-FO-BROC-2L,22093,20221128,20221204,20221203,266.7,5,53.34
GO69441,SN-DR-CHOC-XL,19111,20260410,20260411,20260417,10.76,1,10.76
GO69442,PR-FO-CARR-250G,15963,20250413,20250414,20250426,155.22,2,77.61
GO69443,PR-GR-SPIN-2L,14493,20231118,20231123,20231201,50.63,1,50.63
GO69444,PR-PC-ORAN-XL,28323,20260218,20260219,20260301,427.7,5,85.54
GO69445,PN-CH-OLIV-XL,19439,20251106,20251112,20251113,289.62,3,96.54
GO69446,SN-CH-COOK-250G,22004,20220607,20220612,20220612,14.73,3,4.91
GO69447,BV-DR-GREE-6PK,17514,20220918,20220921,20220923,507.1,10,50.71
GO69448,FR-FO-ICEC-1KG,22502,20210324,20210329,20210406,1379.4,12,114.95
GO69449,MT-DR-LAMB-500G,13190,20260119,20260120,20260127,28.13,1,28.13
GO69450,MT-FO-LAMB-2L,12821,20211226,20220101,20220103,226.05,3,75.35
GO69451,FR-CL-FISH-1KG,27696,20220704,20220705,20220715,81.8,4,20.45
GO69452,BK-PC-BAGE-250G,24804,20210602,20210603,20210611,59.32,4,14.83
GO69453,DA-CH-MOZZ-1L,20299,20200806,20200813,20200815,63.92,4,15.98
GO69454,BV-CL-COLA-1L,23733,20231204,20231207,20231215,1049.64,12,87.47
GO69455,MT-GR-LAMB-6PK,28070,20220206,20220213,20220212,36.82,2,18.41
GO69456,SN-DR-POTA-EA,21540,20241216,20241222,20241223,129.61,1,129.61
GO69457,BV-CH-SPAR-2L,13012,20220603,20220607,20220612,194.84,2,97.42
GO69458,FR-PC-FROZ-250G,27443,20250910,20250917,20250919,303.24,3,101.08
GO69459,DA-PC-CREA-6PK,24440,20201018,20201022,20201101,156.6,6,26.1
GO69460,PR-CL-SPIN-250G,23388,20231110,20231113,20231123,3.24,1,3.24
GO69461,BK-CH-BAGE-250G,11339,20251219,20251221,20251226,15.74,2,7.87
GO69462,BV-GR-ENER-6PK,26041,20220619,20220623,20220625,79.26,1,79.26
GO69463,MT-DR-LAMB-500G,20126,20220226,20220301,20220305,120.16,4,30.04
GO69464,SN-CL-MIXE-250G,22924,20250421,20250426,20250426,208.3,5,41.66
GO69465,FR-FO-ICEC-1KG,19231,20210920,20210925,20210929,201.7,2,100.85
GO69466,PR-CL-TOMA-250G,11522,20210508,20210513,20210514,13.12,1,13.12
GO69467,BV-CL-SPAR-12PK,13441,20240612,20240613,20240618,26.77,1,26.77
GO69468,PR-FO-BROC-2L,22930,20210209,20210212,20210215,46.88,1,46.88
GO69469,HH-PC-BINB-500G,16183,20201002,20201005,20201008,17.9,1,17.9
GO69470,FR-FO-FROZ-6PK,16428,20240713,20240716,20240727,12.14,1,12.14
GO69471,BK-GR-BAGE-1L,14972,20220219,20220222,20220226,126.5,1,126.5
GO69472,PN-CL-BAKE-12PK,12925,20251029,20251104,20251109,249.32,2,124.66
GO69473,HB-FO-TOOT-EA,25328,20240915,20240916,20240929,204.33,3,68.11
GO69474,HB-DR-HAND-12PK,23202,20211214,20211218,20211220,47.02,2,23.51
GO69475,HB-FO-PAIN-12PK,15321,20201121,20201126,20201130,189.28,2,94.64
GO69476,PN-CL-BAKE-6PK,12034,20220516,20220519,20220525,107.56,1,107.56
GO69477,DA-DR-SOUR-2L,27907,20250718,20250725,20250723,73.44,2,36.72
GO69478,BK-FO-CHOC-12PK,23076,20211120,20211124,20211203,88.08,1,88.08
GO69479,BK-PC-CHOC-250G,22662,20240207,20240209,20240217,33.19,1,33.19
GO69480,BV-PC-GREE-EA,21593,20210118,20210123,20210128,0.96,1,0.96
GO69481,SN-GR-POTA-1L,13342,20250704,20250705,20250713,76.04,2,38.02
GO69482,HH-CH-TOIL-XL,24505,20250130,20250202,20250206,81.66,2,40.83
GO69483,SN-GR-POPC-2L,29417,20200104,20200111,20200110,147.82,2,73.91
GO69484,FR-GR-ICEC-1KG,14263,20211221,20211223,20220101,212.9,5,42.58
GO69485,SN-CH-CHOC-1L,27364,20220121,20220126,20220203,124.02,2,62.01
GO69486,BV-GR-COLA-12PK,27241,20220414,20220419,20220421,77.95,5,15.59
GO69487,PR-CH-POTA-250G,27476,20220316,20220318,20220323,373.25,5,74.65
GO69488,HB-PC-PAIN-XL,20036,20250226,20250228,20250308,64.31,1,64.31
GO69489,BV-FO-ORAN-FAMILY,11222,20211217,20211218,20211230,456.85,5,91.37
GO69490,HH-CL-DISH-1KG,24033,20241212,20241215,20241219,924.48,12,77.04
GO69491,HB-FO-HAND-6PK,11177,20250525,20250529,20250604,111.83,1,111.83
GO69492,SN-DR-COOK-1KG,15439,20260130,20260131,20260209,141.24,3,47.08
GO69493,SN-DR-COOK-1KG,27232,20201019,20201023,20201029,177.52,4,44.38
GO69494,BV-GR-COLA-12PK,21627,20210811,20210817,20210822,58.28,4,14.57
GO69495,SN-CL-MIXE-250G,27057,20200721,20200722,20200803,103.92,3,34.64
GO69496,PR-FO-AVOC-1L,25157,20210712,20210719,20210719,114.56,1,114.56
GO69497,BV-CL-COLA-1L,17337,20240824,20240828,20240830,254.72,2,127.36
GO69498,HH-PC-SURF-12PK,24984,20250802,20250809,20250812,79.32,2,39.66
GO69499,MT-GR-PRAW-XL,14875,20250203,20250207,20250215,67.47,1,67.47
GO69500,BK-CL-BURG-500G,19817,20251013,20251018,20251019,243.33,3,81.11
GO69501,SN-CH-CRAC-1L,24697,20240529,20240601,20240608,34.68,3,11.56
GO69502,SN-GR-POPC-2L,12737,20201222,20201228,20201229,72.31,1,72.31
GO69503,BV-GR-ENER-250G,19730,20220815,20220816,20220825,150.63,3,50.21
GO69504,MT-CL-PORK-1KG,28862,20240427,20240502,20240510,601.74,6,100.29
GO69505,DA-GR-BUTT-1KG,21220,20200505,20200508,20200518,270.99,3,90.33
GO69506,PN-CH-BAKE-2L,11463,20210403,20210410,20210414,15.68,1,15.68
GO69507,HH-PC-BINB-6PK,17545,20250626,20250701,20250710,103.46,2,51.73
GO69508,MT-CH-PRAW-EA,13700,20240831,20240904,20240912,103.08,1,103.08
GO69509,BK-PC-BAGE-XL,21162,20200720,20200726,20200729,396.6,10,39.66
GO69510,PR-CL-BANA-1L,17861,20260323,20260330,20260403,104.9,2,52.45
GO69511,MT-PC-PORK-250G,26413,20241005,20241008,20241011,51.59,1,51.59
GO69512,HB-PC-BODY-250G,18993,20220925,20221001,20221003,42.86,1,42.86
GO69513,DA-DR-MOZZ-1L,22672,20250319,20250320,20250329,47.16,1,47.16
GO69514,HH-GR-PAPE-FAMILY,23797,20220715,20220716,20220725,86.64,3,28.88
GO69515,HH-GR-PAPE-250G,15423,20210701,20210704,20210706,298.17,3,99.39
GO69516,HB-GR-HAND-EA,23479,20220720,20220727,20220725,144.72,4,36.18
GO69517,BK-PC-WHOL-XL,16540,20231206,20231210,20231216,135.78,6,22.63
GO69518,FR-CL-FROZ-FAMILY,20219,20241202,20241203,20241215,334.95,5,66.99
GO69519,HH-CH-PAPE-500G,18539,20210708,20210710,20210720,92.13,1,92.13
GO69520,DA-CH-CREA-12PK,24567,20241210,20241216,20241221,17.7,2,8.85
GO69521,SN-PC-COOK-1KG,24968,20241122,20241126,20241128,345.09,3,115.03
GO69522,PN-FO-TOMA-2L,25511,20220913,20220914,20220918,181.0,5,36.2
GO69523,BK-CL-CHOC-500G,29055,20241127,20241203,20241202,70.68,1,70.68
GO69524,BK-FO-BAGE-1L,18503,20241009,20241011,20241018,55.16,2,27.58
GO69525,FR-FO-FROZ-XL,19604,20251210,20251216,20251223,95.81,1,95.81
GO69526,PN-GR-TOMA-FAMILY,21002,20220522,20220525,20220602,77.19,3,25.73
GO69527,SN-PC-COOK-1KG,26479,20251006,20251010,20251016,347.97,3,115.99
GO69528,HH-GR-PAPE-FAMILY,18380,20201119,20201122,20201130,149.92,4,37.48
GO69529,HH-FO-BINB-6PK,22022,20210814,20210816,20210825,36.58,2,18.29
GO69530,PR-CH-BROC-12PK,24449,20200107,20200108,20200119,99.92,2,49.96
GO69531,HH-CH-SURF-EA,25570,20260416,20260423,20260421,155.58,2,77.79
GO69532,HB-CL-HAND-FAMILY,20570,20231202,20231205,20231207,23.4,3,7.8
GO69533,FR-CH-FROZ-2L,13731,20210830,20210905,20210909,278.7,3,92.9
