order_number,product_number,customer_id,order_date,ship_date,due_date,sales_amount,quantity,price
GO68831,FR-GR-ICEC-250G,27926,2025-03-21,2025-03-26,2025-04-03,22.32,12,1.86
GO68832,HH-CH-PAPE-500G,23555,2022-11-11,2022-11-18,2022-11-24,74.38,1,74.38
GO68833,HB-GR-SHAM-12PK,26264,2022-03-06,2022-03-09,2022-03-19,115.56,4,28.89
GO68834,PN-CL-FLOU-6PK,15477,2021-01-01,2021-01-08,2021-01-14,202.85,5,40.57
GO68835,DA-CH-WHOL-FAMILY,18678,2022-04-05,2022-04-08,2022-04-10,681.24,12,56.77
GO68836,PN-CL-BASM-XL,13289,2024-10-28,2024-11-02,2024-11-08,217.56,3,72.52
GO68837,FR-PC-FROZ-EA,16052,2023-11-30,2023-12-07,2023-12-06,202.86,2,101.43
GO68838,DA-GR-ALMO-250G,22363,2024-11-01,2024-11-06,2024-11-06,8.88,2,4.44
GO68839,PN-CH-OLIV-XL,18359,2022-07-13,2022-07-18,2022-07-21,276.9,3,92.3
GO68840,HB-CL-NAPP-1L,25249,2024-12-10,2024-12-15,2024-12-15,32.83,1,32.83
GO68841,HB-GR-TOOT-XL,19556,2026-03-07,2026-03-09,2026-03-21,240.64,2,120.32
GO68842,PR-PC-BROC-1L,17707,2025-07-07,2025-07-08,2025-07-17,239.12,4,59.78
GO68843,SN-CH-CRAC-1L,19491,2025-06-09,2025-06-12,2025-06-15,25.56,2,12.78
GO68844,BV-CH-SPAR-2L,18261,2023-12-15,2023-12-22,2023-12-22,423.08,4,105.77
GO68845,FR-DR-FROZ-FAMILY,11675,2025-06-06,2025-06-10,2025-06-16,163.38,2,81.69
GO68846,SN-GR-CHOC-2L,15820,2023-12-25,2023-12-30,2024-01-02,209.05,5,41.81
GO68847,SN-CL-CHOC-6PK,26127,2025-10-24,2025-10-27,2025-10-30,33.8,1,33.8
GO68848,PR-CL-TOMA-500G,13004,2025-03-09,2025-03-10,2025-03-14,404.3,5,80.86
GO68849,PN-PC-BASM-2L,21956,2026-03-06,2026-03-11,2026-03-11,548.58,6,91.43
GO68850,HH-PC-SURF-12PK,26517,2023-03-27,2023-04-03,2023-04-05,39.33,1,39.33
GO68851,HH-PC-PAPE-2L,18907,2023-03-09,2023-03-14,2023-03-19,514.38,6,85.73
GO68852,HB-FO-PAIN-XL,26082,2023-10-23,2023-10-26,2023-10-31,105.45,5,21.09
GO68853,HB-GR-HAND-EA,12298,2024-11-15,2024-11-17,2024-11-26,41.06,1,41.06
GO68854,PR-CH-ORAN-1L,17003,2023-04-07,2023-04-10,2023-04-19,8.6,1,8.6
GO68855,SN-DR-MIXE-6PK,23506,2024-03-07,2024-03-11,2024-03-12,52.22,-2,26.11
GO68856,HB-PC-BODY-EA,24528,2023-10-31,2023-11-03,2023-11-08,390.2,5,78.04
GO68857,BK-FO-WHIT-12PK,25333,2024-01-10,2024-01-11,2024-01-22,90.76,4,22.69
GO68858,BK-CL-CROI-2L,29327,2023-03-28,2023-03-31,2023-04-05,20.85,3,6.95
GO68859,SN-CH-COOK-FAMILY,14633,2026-05-18,2026-05-24,2026-05-29,11.84,4,2.96
GO68860,BK-CL-BURG-500G,23294,2021-10-04,2021-10-05,2021-10-12,344.35,5,68.87
GO68861,DA-PC-BUTT-250G,29197,2020-11-04,2020-11-08,2020-11-16,112.4,2,56.2
GO68862,HB-GR-TOOT-XL,19502,2023-11-23,2023-11-29,2023-11-30,193.54,2,96.77
GO68863,BV-GR-GREE-FAMILY,17660,2022-02-03,2022-02-09,2022-02-10,3.33,3,1.11
GO68864,HB-GR-BODY-12PK,27059,2025-11-24,2025-11-27,2025-12-06,67.49,1,67.49
GO68865,PN-DR-BAKE-FAMILY,26044,2020-12-15,2020-12-16,2020-12-23,323.55,5,64.71
GO68866,BK-CH-BAGE-250G,21932,2021-05-04,2021-05-05,2021-05-13,6.9,1,6.9
GO68867,SN-CH-COOK-250G,12988,2021-06-04,2021-06-09,2021-06-13,-1.0,5,15.45
GO68868,PN-CH-OLIV-FAMILY,27491,2025-02-16,2025-02-17,2025-02-21,9.35,5,1.87
GO68869,MT-CH-CHIC-EA,14845,2024-04-09,2024-04-13,2024-04-16,106.24,2,53.12
GO68870,MT-PC-PORK-2L,17977,2021-02-19,2021-02-26,2021-02-25,67.12,2,33.56
GO68871,DA-FO-CREA-12PK,16600,2020-04-03,2020-04-09,2020-04-11,42.51,1,42.51
GO68872,HB-FO-TOOT-EA,12267,2020-03-20,2020-03-26,2020-04-01,201.28,2,100.64
GO68873,BK-PC-WHIT-6PK,13158,2025-03-16,2025-03-20,2025-03-22,395.16,4,98.79
GO68874,PR-PC-BROC-1L,26412,2024-05-17,2024-05-21,2024-05-31,300.7,5,60.14
GO68875,BV-FO-GREE-EA,23553,2025-03-27,2025-03-30,2025-04-05,146.76,4,36.69
GO68876,FR-CH-FROZ-1L,14359,2021-11-02,2021-11-09,2021-11-09,114.12,1,114.12
GO68877,PN-PC-BASM-2L,14929,2023-02-16,2023-02-22,2023-02-26,97.75,1,97.75
GO68878,FR-GR-ICEC-EA,22793,2024-04-12,2024-04-13,2024-04-21,50.66,1,50.66
GO68879,SN-DR-COOK-1KG,12878,2022-12-27,2022-12-28,2023-01-05,175.25,5,35.05
GO68880,BV-CH-SPAR-2L,24890,2024-09-24,2024-09-26,2024-10-01,581.76,6,96.96
GO68881,MT-CL-PORK-1KG,27668,2023-07-14,2023-07-21,2023-07-21,197.7,2,98.85
GO68882,FR-GR-ICEC-1KG,14388,2022-11-03,2022-11-08,2022-11-17,35.5,1,35.5
GO68883,DA-FO-MOZZ-1KG,16391,2020-06-22,2020-06-27,2020-07-06,300.05,5,60.01
GO68884,PR-GR-APPL-500G,26916,2020-07-17,2020-07-18,2020-07-26,4.7,1,4.7
GO68885,HH-PC-BINB-500G,20009,2025-05-03,2025-05-04,2025-05-11,48.09,3,16.03
GO68886,HB-GR-TOOT-XL,22146,2022-04-23,2022-04-28,2022-04-30,110.8,1,110.8
GO68887,PN-CL-FLOU-6PK,15474,2023-05-06,2023-05-10,2023-05-20,36.34,1,36.34
GO68888,HB-CL-HAND-1L,11696,2020-10-28,2020-11-04,2020-11-04,103.05,1,103.05
GO68889,BK-DR-BAGE-12PK,13326,2020-01-04,2020-01-06,2020-01-17,140.4,10,14.04
GO68890,FR-CL-FROZ-FAMILY,28456,2026-01-17,2026-01-21,2026-01-27,65.32,1,65.32
GO68891,MT-GR-LAMB-6PK,12142,2020-02-14,2020-02-15,2020-02-23,126.54,6,21.09
GO68892,BK-FO-CHOC-12PK,27819,2025-07-28,2025-07-30,2025-08-07,232.29,3,77.43
GO68893,PN-GR-TOMA-FAMILY,28158,2020-09-18,2020-09-25,2020-09-28,30.38,1,30.38
GO68894,SN-CH-POTA-1KG,21859,2020-02-06,2020-02-08,2020-02-18,23.4,2,11.7
GO68895,MT-FO-LAMB-12PK,16160,2023-08-31,2023-09-01,2023-09-10,131.12,4,32.78
GO68896,MT-FO-LAMB-EA,20834,2020-01-28,2020-02-02,2020-02-02,126.08,2,63.04
GO68897,DA-DR-SOUR-2L,22636,2022-12-24,2022-12-29,2023-01-05,111.66,3,37.22
GO68898,SN-FO-CHOC-XL,26530,2022-04-06,2022-04-07,2022-04-16,246.36,3,82.12
GO68899,MT-GR-BEEF-XL,29417,2022-09-12,2022-09-19,2022-09-22,226.26,2,113.13
GO68900,PN-GR-SUGA-XL,12947,2023-06-16,2023-06-18,2023-06-24,168.15,5,33.63
GO68901,MT-GR-PRAW-FAMILY,29418,2020-02-02,2020-02-04,2020-02-10,256.92,3,85.64
GO68902,PN-CH-BAKE-2L,21703,2025-07-18,2025-07-25,2025-07-28,103.74,6,17.29
GO68903,BV-DR-SPAR-FAMILY,21470,2025-10-20,2025-10-21,2025-10-28,47.48,4,11.87
GO68904,PN-CL-BASM-XL,21286,2024-02-15,2024-02-20,2024-02-23,163.74,2,81.87
GO68905,DA-DR-MOZZ-1L,29148,2026-04-24,2026-04-29,2026-05-02,76.62,2,38.31
GO68906,BK-CL-BURG-6PK,27426,2025-01-06,2025-01-10,2025-01-17,20.93,1,20.93
GO68907,BV-PC-GREE-500G,21703,2021-07-27,2021-07-30,2021-08-02,1209.84,12,100.82
GO68908,PR-DR-BANA-XL,12429,2021-10-06,2021-10-13,2021-10-19,100.2,4,25.05
GO68909,BV-FO-ORAN-FAMILY,24414,2020-10-26,2020-10-31,2020-10-31,79.94,1,79.94
GO68910,BV-FO-ORAN-500G,17264,2020-03-06,2020-03-12,2020-03-11,25.69,1,25.69
GO68911,SN-PC-COOK-1KG,14645,2025-12-04,2025-12-09,2025-12-17,436.04,4,109.01
GO68912,BK-CH-BAGE-250G,28072,2025-03-07,2025-03-10,2025-03-21,16.38,2,8.19
GO68913,HH-FO-DISH-1KG,27773,2026-01-20,2026-01-26,2026-01-28,208.24,2,104.12
GO68914,HH-CH-TOIL-12PK,16363,2020-06-16,2020-06-17,2020-06-21,118.6,1,118.6
GO68915,PR-FO-BROC-2L,21030,2023-01-12,2023-01-17,2023-01-24,40.3,1,40.3
GO68916,HH-CL-SURF-12PK,24993,2021-05-13,2021-05-17,2021-05-21,108.0,3,36.0
GO68917,BK-GR-CHOC-2L,28315,2025-03-15,2025-03-20,2025-03-25,147.48,4,36.87
GO68918,SN-DR-COOK-1KG,22294,2021-02-16,2021-02-18,2021-02-27,87.9,2,43.95
GO68919,MT-GR-LAMB-6PK,21353,2026-01-17,2026-01-23,2026-01-25,24.47,1,24.47
GO68920,PR-CL-TOMA-2L,27178,2024-08-18,2024-08-24,2024-08-28,293.49,3,97.83
GO68921,DA-PC-CREA-6PK,22906,2023-09-09,2023-09-12,2023-09-20,18.84,1,18.84
GO68922,BV-CH-SPAR-2L,13863,2023-11-03,2023-11-06,2023-11-13,215.44,2,107.72
GO68923,BV-CL-SPAR-12PK,20480,2026-05-19,2026-05-20,2026-05-26,96.88,4,24.22
GO68924,HH-FO-PAPE-250G,12715,2026-04-11,2026-04-12,2026-04-25,27.54,1,27.54
GO68925,PR-GR-SPIN-2L,20567,2020-10-14,2020-10-15,2020-10-24,405.84,6,67.64
GO68926,HH-DR-LAUN-EA,26870,2023-08-11,2023-08-18,2023-08-19,66.93,1,66.93
GO68927,HB-DR-SHAM-XL,19840,2021-08-05,2021-08-09,2021-08-16,23.32,1,23.32
GO68928,DA-FO-WHOL-1L,16066,2021-11-04,2021-11-11,2021-11-13,393.16,4,98.29
GO68929,MT-CH-SAUS-1KG,14843,2022-09-30,2022-10-03,2022-10-06,24.94,1,24.94
GO68930,PR-CL-SPIN-250G,21306,2022-09-30,2022-10-01,2022-10-10,13.25,5,2.65
GO68931,FR-DR-FROZ-2L,12066,2023-02-09,2023-02-16,2023-02-18,145.86,2,72.93
GO68932,HB-CL-PAIN-XL,28329,2021-06-05,2021-06-07,2021-06-16,126.68,2,63.34
GO68933,FR-DR-FROZ-1L,14782,2021-09-29,2021-10-06,2021-10-08,51.54,3,17.18
GO68934,SN-PC-COOK-1KG,25830,2024-02-21,2024-02-26,2024-02-27,177.04,2,88.52
GO68935,PR-FO-BROC-2L,17609,2021-06-25,2021-06-30,2021-07-05,97.38,2,48.69
GO68936,BV-DR-GREE-6PK,20424,2020-05-03,2020-05-08,2020-05-10,133.7,2,66.85
GO68937,PN-GR-TOMA-FAMILY,20122,2020-03-25,2020-03-30,2020-03-30,113.12,4,28.28
GO68938,HB-CH-BODY-500G,16302,2024-10-07,2024-10-08,2024-10-15,56.29,1,56.29
GO68939,DA-CL-MOZZ-1L,11077,2022-12-20,2022-12-27,2023-01-01,39.39,3,13.13
GO68940,SN-DR-CHOC-XL,19132,2021-12-23,2021-12-29,2022-01-04,8.86,1,8.86
GO68941,PN-PC-BASM-2L,17654,2021-12-07,2021-12-14,2021-12-13,395.84,4,98.96
GO68942,BV-PC-SPAR-6PK,23181,2025-07-15,2025-07-16,2025-07-26,238.0,4,59.5
GO68943,SN-PC-MIXE-FAMILY,11739,2025-10-17,2025-10-18,2025-10-30,40.42,2,20.21
GO68944,SN-CH-CRAC-1L,29466,2020-12-13,2020-12-15,2020-12-21,24.12,2,12.06
GO68945,PR-CH-POTA-250G,18527,2020-05-02,2020-05-08,2020-05-10,63.33,1,63.33
GO68946,PR-CL-TOMA-2L,28954,2020-01-26,2020-01-31,2020-02-03,81.1,1,81.1
GO68947,PN-FO-SUGA-2L,23670,2026-05-30,2026-06-05,2026-06-06,82.68,1,82.68
GO68948,HB-FO-BODY-12PK,17517,2021-07-24,2021-07-26,2021-08-05,347.05,5,69.41
GO68949,PN-DR-SUGA-2L,26198,2025-10-11,2025-10-16,2025-10-24,52.28,4,13.07
GO68950,PN-CL-BASM-1KG,22046,2024-09-07,2024-09-12,2024-09-13,577.32,6,96.22
GO68951,DA-GR-SOUR-12PK,19711,2025-08-23,2025-08-29,2025-09-04,52.73,1,52.73
GO68952,BV-GR-ENER-250G,16594,2025-01-20,2025-01-27,2025-02-01,240.12,6,40.02
GO68953,SN-CH-COOK-FAMILY,27261,2021-06-25,2021-06-26,2021-06-30,9.93,3,3.31
GO68954,PR-FO-AVOC-EA,20518,2020-12-01,2020-12-05,2020-12-08,877.56,12,73.13
GO68955,SN-DR-MIXE-EA,25663,2021-10-19,2021-10-25,2021-10-25,129.37,1,129.37
GO68956,MT-CH-CHIC-250G,16117,2023-08-18,2023-08-21,2023-08-31,767.34,6,127.89
GO68957,PN-DR-BAKE-FAMILY,16792,2025-04-25,2025-04-29,2025-05-03,749.16,12,62.43
GO68958,BK-CL-WHOL-EA,14254,2025-09-19,2025-09-25,2025-09-24,326.45,5,65.29
GO68959,PR-CH-ORAN-500G,18920,2022-09-06,2022-09-09,2022-09-20,78.46,1,78.46
GO68960,BK-FO-WHIT-12PK,15514,2020-03-13,2020-03-15,2020-03-21,51.76,2,25.88
GO68961,BV-GR-SPAR-XL,16975,2022-09-01,2022-09-05,2022-09-11,76.35,1,76.35
GO68962,HH-DR-LAUN-EA,23367,2025-03-03,2025-03-10,2025-03-10,64.63,1,64.63
GO68963,HB-GR-HAND-EA,27093,2022-08-07,2022-08-14,2022-08-12,158.67,3,52.89
GO68964,HB-CL-PAIN-XL,20169,2025-12-30,2026-01-01,2026-01-12,91.92,2,45.96
GO68965,HH-CL-LAUN-6PK,27227,2020-09-23,2020-09-24,2020-10-05,100.04,1,100.04
GO68966,MT-DR-LAMB-500G,22723,2025-02-23,2025-02-26,2025-03-03,30.45,1,30.45
GO68967,PR-CL-ORAN-1KG,15329,2025-01-13,2025-01-15,2025-01-26,273.75,3,91.25
GO68968,SN-DR-CHOC-EA,22945,2021-06-07,2021-06-08,2021-06-15,133.8,3,44.6
GO68969,BK-FO-WHIT-250G,21864,2025-08-01,2025-08-03,2025-08-08,76.2,1,76.2
GO68970,BV-CL-SPRI-EA,26181,2022-01-01,2022-01-08,2022-01-09,270.0,3,90.0
GO68971,FR-CL-FISH-6PK,20253,2026-02-27,2026-03-05,2026-03-10,68.3,1,68.3
GO68972,BV-CL-SPRI-1KG,16462,2020-11-13,2020-11-20,2020-11-19,151.08,4,37.77
GO68973,HH-CL-SURF-12PK,19732,2021-02-18,2021-02-21,2021-02-26,63.44,2,31.72
GO68974,SN-DR-MUES-1KG,28341,2022-11-19,2022-11-20,2022-11-27,56.08,2,28.04
GO68975,HB-PC-BODY-EA,15058,2025-09-05,2025-09-07,2025-09-19,1259.88,12,104.99
GO68976,PR-FO-AVOC-EA,19319,2021-12-13,2021-12-18,2021-12-22,330.96,6,55.16
GO68977,DA-GR-BUTT-1KG,20306,2022-05-08,2022-05-12,2022-05-14,384.32,4,96.08
GO68978,BK-FO-BAGE-1L,27365,2023-08-28,2023-08-30,2023-09-07,19.81,1,19.81
GO68979,HB-CL-PAIN-12PK,23897,2023-01-27,2023-01-29,2023-02-04,282.52,4,70.63
GO68980,BK-FO-BAGE-6PK,11055,2021-10-09,2021-10-13,2021-10-23,90.99,3,30.33
GO68981,DA-CH-MOZZ-1L,11142,2023-06-25,2023-06-28,2023-07-06,15.96,1,15.96
GO68982,PN-DR-SUGA-1L,22907,2023-03-10,2023-03-16,2023-03-23,778.32,12,64.86
GO68983,DA-CH-WHOL-6PK,21241,2026-01-09,2026-01-15,2026-01-15,276.75,5,55.35
GO68984,BK-FO-BAGE-6PK,25148,2022-07-25,2022-07-30,2022-08-05,27.4,1,27.4
GO68985,FR-FO-ICEC-1KG,19845,2022-01-31,2022-02-05,2022-02-13,111.54,1,111.54
GO68986,BK-FO-WHIT-250G,28911,2022-09-08,2022-09-13,2022-09-14,65.21,1,65.21
GO68987,HH-DR-LAUN-EA,23239,2024-01-24,2024-01-30,2024-02-04,157.08,2,78.54
GO68988,FR-DR-FROZ-2L,11898,2025-12-15,2025-12-16,2025-12-20,159.6,2,79.8
GO68989,MT-FO-LAMB-12PK,20101,2020-04-22,2020-04-28,2020-05-05,430.7,10,43.07
GO68990,HH-PC-SURF-12PK,11217,2020-08-15,2020-08-22,2020-08-29,47.75,1,47.75
GO68991,HH-CH-PAPE-6PK,23826,2020-07-30,2020-08-04,2020-08-09,67.92,4,16.98
GO68992,PR-CH-BROC-250G,11756,2025-01-04,2025-01-08,2025-01-13,110.69,1,110.69
GO68993,DA-CL-MOZZ-6PK,12657,2021-01-22,2021-01-23,2021-01-31,17.86,1,17.86
GO68994,HB-FO-TOOT-EA,13373,2020-12-06,2020-12-11,2020-12-15,275.46,3,91.82
GO68995,BV-DR-SPAR-FAMILY,22419,2021-04-09,2021-04-14,2021-04-19,9.98,1,9.98
GO68996,PN-CH-OLIV-6PK,20850,2020-08-04,2020-08-08,2020-08-14,101.06,1,101.06
GO68997,BK-CH-BURG-FAMILY,11768,2020-02-05,2020-02-07,2020-02-19,47.32,1,47.32
GO68998,PR-CL-TOMA-250G,18027,2021-11-23,2021-11-27,2021-12-07,29.52,3,9.84
GO68999,FR-CL-FISH-6PK,17113,2022-04-25,2022-04-30,2022-05-04,338.96,4,84.74
GO69000,SN-CL-MIXE-250G,18757,2020-09-11,2020-09-13,2020-09-19,215.85,5,43.17
GO69001,HB-PC-NAPP-250G,19796,2022-07-31,2022-08-02,2022-08-12,32.16,1,32.16
GO69002,HH-PC-PAPE-2L,15423,2023-07-03,2023-07-09,2023-07-13,220.02,2,110.01
GO69003,PN-DR-SUGA-1L,23600,2023-07-25,2023-07-29,2023-08-04,80.14,1,80.14
GO69004,PN-CH-SUGA-2L,27406,2025-03-21,2025-03-23,2025-03-31,8.74,2,4.37
GO69005,PR-CH-ORAN-500G,20686,2021-02-27,2021-03-06,2021-03-13,309.24,4,77.31
GO69006,HB-DR-PAIN-2L,24277,2023-07-25,2023-08-01,2023-07-30,64.75,1,64.75
GO69007,FR-DR-FISH-12PK,24650,2023-10-15,2023-10-20,2023-10-27,115.8,4,28.95
GO69008,DA-PC-MOZZ-XL,14735,2020-07-09,2020-07-10,2020-07-23,128.55,1,128.55
GO69009,HH-DR-LAUN-2L,18084,2025-04-14,2025-04-20,2025-04-22,100.93,1,100.93
GO69010,BK-PC-BAGE-1KG,24369,2022-05-29,2022-06-02,2022-06-09,139.17,3,46.39
GO69011,HH-FO-PAPE-250G,22481,2021-08-01,2021-08-07,2021-08-08,27.93,1,27.93
GO69012,SN-CL-MIXE-250G,11778,2026-04-14,2026-04-16,2026-04-21,301.2,6,50.2
GO69013,BV-PC-GREE-6PK,25256,2022-08-19,2022-08-24,2022-08-31,102.23,1,102.23
GO69014,HB-GR-HAND-6PK,24543,2025-08-25,2025-09-01,2025-09-04,6.44,2,3.22
GO69015,FR-CL-FISH-6PK,28036,2025-04-03,2025-04-10,2025-04-17,75.02,1,75.02
GO69016,BV-GR-SPAR-XL,28951,2020-09-19,2020-09-24,2020-10-01,137.4,2,68.7
GO69017,HH-PC-SURF-6PK,23148,2021-01-17,2021-01-19,2021-01-22,209.12,4,52.28
GO69018,HB-DR-PAIN-2L,22027,2022-12-09,2022-12-15,2022-12-18,199.68,4,49.92
GO69019,HB-GR-TOOT-250G,12259,2025-11-03,2025-11-07,2025-11-12,86.09,1,86.09
GO69020,HB-CH-BODY-500G,22652,2020-12-26,2021-01-02,2021-01-08,131.97,3,43.99
GO69021,HH-FO-BINB-6PK,16038,2020-03-13,2020-03-16,2020-03-21,83.25,5,16.65
GO69022,BV-CH-GREE-2L,23235,2023-01-15,2023-01-22,2023-01-22,736.3,10,73.63
GO69023,BV-DR-GREE-250G,19933,2023-03-02,2023-03-09,2023-03-11,225.36,12,18.78
GO69024,BV-GR-ORAN-2L,23457,2021-06-17,2021-06-19,2021-06-28,146.5,2,73.25
GO69025,DA-FO-CREA-1KG,11727,2022-06-17,2022-06-18,2022-06-27,11.64,2,5.82
GO69026,HH-FO-BINB-6PK,28496,2022-02-13,2022-02-16,2022-02-23,33.72,2,16.86
GO69027,SN-PC-COOK-FAMILY,11012,2025-04-06,2025-04-13,2025-04-13,82.8,4,20.7
GO69028,SN-FO-POTA-1KG,23648,2020-09-18,2020-09-20,2020-09-29,100.65,3,33.55
GO69029,SN-PC-MIXE-FAMILY,17255,2020-07-01,2020-07-04,2020-07-15,22.65,1,22.65
GO69030,BV-PC-COLA-1L,28094,2021-03-18,2021-03-20,2021-04-01,23.2,2,11.6
GO69031,MT-DR-PORK-12PK,12666,2023-02-24,2023-02-25,2023-03-10,52.32,1,52.32
GO69032,BK-FO-BAGE-1L,15123,2023-08-21,2023-08-23,2023-09-03,287.1,10,28.71
GO69033,PR-FO-AVOC-1L,24036,2024-10-12,2024-10-15,2024-10-23,228.68,2,114.34
GO69034,DA-CL-MOZZ-1L,19676,2022-02-25,2022-03-03,2022-03-06,12.55,1,12.55
GO69035,BV-DR-SPAR-1L,26281,2025-09-03,2025-09-09,2025-09-12,389.68,4,97.42
GO69036,BV-DR-SPRI-6PK,23994,2021-05-29,2021-06-01,2021-06-12,63.8,5,12.76
GO69037,HB-PC-BODY-250G,12544,2021-05-13,2021-05-19,2021-05-26,51.38,1,51.38
GO69038,HH-GR-DISH-1L,21805,2021-09-29,2021-10-01,2021-10-13,408.72,6,68.12
GO69039,PR-PC-POTA-1L,14052,2025-08-04,2025-08-11,2025-08-12,31.91,1,31.91
GO69040,HH-GR-PAPE-250G,23922,2020-10-19,2020-10-21,2020-10-24,278.82,3,92.94
GO69041,BV-GR-ENER-6PK,23811,2024-04-05,2024-04-10,2024-04-18,117.28,2,58.64
GO69042,PN-FO-SPAG-1L,22037,2024-02-15,2024-02-17,2024-02-29,27.24,1,27.24
GO69043,BK-CL-BURG-EA,28305,2021-12-13,2021-12-19,2021-12-21,4.78,1,4.78
GO69044,PR-PC-AVOC-6PK,12320,2024-10-12,2024-10-16,2024-10-20,47.24,2,23.62
GO69045,PR-GR-APPL-500G,14023,2020-11-26,2020-11-29,2020-12-08,31.08,6,5.18
GO69046,MT-FO-SAUS-12PK,11485,2020-10-20,2020-10-26,2020-10-26,29.31,1,29.31
GO69047,PR-GR-BANA-1KG,12649,2026-02-28,2026-03-01,2026-03-12,183.78,3,61.26
GO69048,BV-DR-SPRI-2L,21241,2024-09-13,2024-09-20,2024-09-22,14.78,2,7.39
GO69049,PR-DR-SPIN-12PK,28150,2023-12-06,2023-12-13,2023-12-12,35.31,1,35.31
GO69050,BV-CL-GREE-FAMILY,16805,2021-08-08,2021-08-11,2021-08-16,42.42,6,7.07
GO69051,SN-GR-COOK-2L,25314,2023-02-27,2023-03-02,2023-03-13,207.05,5,41.41
GO69052,BV-DR-GREE-6PK,22230,2023-11-12,2023-11-19,2023-11-21,60.42,1,60.42
GO69053,BK-CH-BAGE-XL,28604,2020-11-05,2020-11-06,2020-11-15,97.68,4,24.42
GO69054,MT-FO-LAMB-12PK,18101,2025-07-29,2025-08-02,2025-08-05,41.93,1,41.93
GO69055,BV-DR-INST-12PK,28992,2024-08-21,2024-08-26,2024-09-04,120.76,1,120.76
GO69056,HB-CL-PAIN-FAMILY,15906,2022-10-15,2022-10-16,2022-10-29,37.09,1,37.09
GO69057,DA-CL-MOZZ-1L,26358,2026-02-27,2026-03-02,2026-03-05,70.9,5,14.18
GO69058,PR-CL-TOMA-500G,17758,2021-02-12,2021-02-15,2021-02-26,82.94,1,82.94
GO69059,DA-FO-SOUR-250G,14299,2026-05-02,2026-05-05,2026-05-10,174.15,5,34.83
GO69060,DA-CL-MOZZ-1L,15619,2024-03-01,2024-03-08,2024-03-08,10.45,1,10.45
GO69061,BV-PC-SPAR-500G,29205,2020-09-12,2020-09-15,2020-09-25,121.38,3,40.46
GO69062,FR-CH-FISH-6PK,22771,2020-06-13,2020-06-19,2020-06-19,97.12,1,97.12
GO69063,FR-CL-FROZ-FAMILY,17456,2020-10-04,2020-10-07,2020-10-10,381.96,6,63.66
GO69064,FR-PC-FROZ-1L,23314,2021-10-26,2021-10-28,2021-11-05,217.8,2,108.9
GO69065,BK-FO-BAGE-1L,19106,2025-09-02,2025-09-03,2025-09-16,26.33,1,26.33
GO69066,SN-PC-COOK-1KG,28419,2022-05-07,2022-05-11,2022-05-19,225.5,2,112.75
GO69067,BK-CH-CHOC-FAMILY,16975,2020-06-02,2020-06-08,2020-06-11,61.75,1,61.75
GO69068,BV-CH-GREE-2L,25161,2020-05-24,2020-05-31,2020-06-02,244.29,3,81.43
GO69069,HH-CH-TOIL-XL,16094,2024-09-04,2024-09-05,2024-09-09,34.7,1,34.7
GO69070,PN-FO-SUGA-2L,20982,2024-02-27,2024-03-02,2024-03-11,117.06,1,117.06
GO69071,PR-CL-ORAN-1KG,13370,2022-11-02,2022-11-08,2022-11-10,99.78,1,99.78
GO69072,FR-CL-FROZ-FAMILY,19179,2026-01-10,2026-01-14,2026-01-24,280.08,4,70.02
GO69073,HB-GR-BODY-1L,14367,2024-08-18,2024-08-22,2024-08-25,193.89,3,64.63
GO69074,MT-CH-CHIC-EA,22662,2024-12-06,2024-12-07,2024-12-18,343.26,6,57.21
GO69075,BK-CH-CHOC-FAMILY,26181,2022-05-25,2022-06-01,2022-06-03,228.48,3,76.16
GO69076,PR-FO-CARR-6PK,18165,2022-08-02,2022-08-07,2022-08-13,50.24,2,25.12
GO69077,HH-CL-SURF-12PK,28862,2021-03-12,2021-03-16,2021-03-18,33.69,1,33.69
GO69078,BK-FO-BAGE-1L,15148,2021-09-06,2021-09-10,2021-09-15,46.68,2,23.34
GO69079,FR-PC-FROZ-FAMILY,13790,2026-05-24,2026-05-28,2026-06-03,8.14,2,4.07
GO69080,BK-CH-BURG-1L,26975,2024-10-15,2024-10-18,2024-10-24,95.62,2,47.81
GO69081,FR-PC-FISH-250G,19695,2025-04-19,2025-04-24,2025-04-28,10.72,1,10.72
GO69082,BV-PC-SPAR-6PK,18627,2020-10-30,2020-11-06,2020-11-08,68.17,1,68.17
GO69083,BV-CL-COLA-1L,13429,2022-11-12,2022-11-15,2022-11-20,124.85,1,124.85
GO69084,SN-CL-POPC-FAMILY,15934,2021-02-21,2021-02-25,2021-02-26,90.79,1,90.79
GO69085,BK-CL-CHOC-250G,22149,2022-03-16,2022-03-23,2022-03-21,237.57,3,79.19
GO69086,FR-CL-FROZ-FAMILY,12686,2022-01-13,2022-01-15,2022-01-25,212.94,3,70.98
GO69087,HH-CH-TOIL-12PK,28930,2024-09-25,2024-09-26,2024-09-30,107.37,1,107.37
GO69088,FR-GR-FROZ-6PK,23676,2020-06-14,2020-06-16,2020-06-22,212.76,4,53.19
GO69089,SN-PC-COOK-FAMILY,16356,2025-06-08,2025-06-11,2025-06-14,91.02,6,15.17
GO69090,PR-FO-LETT-XL,12813,2022-11-25,2022-11-30,2022-12-07,44.98,2,22.49
GO69091,BK-CH-BAGE-XL,16615,2020-09-12,2020-09-15,2020-09-19,109.45,5,21.89
